tournament_name,category,tournament_date,player_1,player_2,player_1_seed,player_2_seed,player_1_nationality,player_2_nationality,round,match,game,player_1_score,player_2_score,game_winner
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Mohamed Elshorbagy,1,2,EGY,EGY,F,62,1,7,11,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Mohamed Elshorbagy,1,2,EGY,EGY,F,62,2,12,10,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Mohamed Elshorbagy,1,2,EGY,EGY,F,62,3,11,9,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Mohamed Elshorbagy,1,2,EGY,EGY,F,62,4,11,4,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Tarek Momen,1,3,EGY,EGY,SF,61,1,10,12,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Tarek Momen,1,3,EGY,EGY,SF,61,2,11,5,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Tarek Momen,1,3,EGY,EGY,SF,61,3,12,10,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Tarek Momen,1,3,EGY,EGY,SF,61,4,5,11,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Tarek Momen,1,3,EGY,EGY,SF,61,5,11,8,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Paul Coll,2,4,EGY,NZL,SF,60,1,11,5,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Paul Coll,2,4,EGY,NZL,SF,60,2,11,3,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Paul Coll,2,4,EGY,NZL,SF,60,3,4,11,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Paul Coll,2,4,EGY,NZL,SF,60,4,11,8,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Diego Elias,1,8,EGY,PER,QF,59,1,7,11,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Diego Elias,1,8,EGY,PER,QF,59,2,11,7,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Diego Elias,1,8,EGY,PER,QF,59,3,11,9,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Diego Elias,1,8,EGY,PER,QF,59,4,11,4,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Marwan Elshorbagy,3,5,EGY,EGY,QF,58,1,4,11,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Marwan Elshorbagy,3,5,EGY,EGY,QF,58,2,11,8,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Marwan Elshorbagy,3,5,EGY,EGY,QF,58,3,11,5,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Marwan Elshorbagy,3,5,EGY,EGY,QF,58,4,13,11,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Karim Abdel Gawad,4,6,NZL,EGY,QF,57,1,7,11,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Karim Abdel Gawad,4,6,NZL,EGY,QF,57,2,8,11,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Karim Abdel Gawad,4,6,NZL,EGY,QF,57,3,11,9,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Karim Abdel Gawad,4,6,NZL,EGY,QF,57,4,11,4,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Karim Abdel Gawad,4,6,NZL,EGY,QF,57,5,11,6,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Fares Dessouky,2,7,EGY,EGY,QF,56,1,11,6,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Fares Dessouky,2,7,EGY,EGY,QF,56,2,11,7,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Fares Dessouky,2,7,EGY,EGY,QF,56,3,11,5,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Miguel Rodriguez,1,10,EGY,COL,3rd,55,1,11,3,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Miguel Rodriguez,1,10,EGY,COL,3rd,55,2,11,5,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Miguel Rodriguez,1,10,EGY,COL,3rd,55,3,11,5,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,George Parker,8,NA,PER,ENG,3rd,54,1,11,6,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,George Parker,8,NA,PER,ENG,3rd,54,2,13,11,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,George Parker,8,NA,PER,ENG,3rd,54,3,11,4,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Gregoire Marche,5,13,EGY,FRA,3rd,53,1,8,11,Gregoire Marche
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Gregoire Marche,5,13,EGY,FRA,3rd,53,2,11,4,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Gregoire Marche,5,13,EGY,FRA,3rd,53,3,11,3,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Gregoire Marche,5,13,EGY,FRA,3rd,53,4,11,9,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Ibrahim,3,NA,EGY,EGY,3rd,52,1,11,2,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Ibrahim,3,NA,EGY,EGY,3rd,52,2,11,9,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Ibrahim,3,NA,EGY,EGY,3rd,52,3,11,8,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Saurav Ghosal,4,12,NZL,IND,3rd,51,1,11,3,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Saurav Ghosal,4,12,NZL,IND,3rd,51,2,7,11,Saurav Ghosal
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Saurav Ghosal,4,12,NZL,IND,3rd,51,3,11,5,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Saurav Ghosal,4,12,NZL,IND,3rd,51,4,11,5,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Baptiste Masotti,6,NA,EGY,FRA,3rd,50,1,8,11,Baptiste Masotti
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Baptiste Masotti,6,NA,EGY,FRA,3rd,50,2,11,0,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Baptiste Masotti,6,NA,EGY,FRA,3rd,50,3,11,7,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Baptiste Masotti,6,NA,EGY,FRA,3rd,50,4,11,4,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Mohamed Abouelghar,7,11,EGY,EGY,3rd,49,1,11,6,Fares Dessouky
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Mohamed Abouelghar,7,11,EGY,EGY,3rd,49,2,11,13,Mohamed Abouelghar
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Mohamed Abouelghar,7,11,EGY,EGY,3rd,49,3,11,7,Fares Dessouky
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Mohamed Abouelghar,7,11,EGY,EGY,3rd,49,4,12,10,Fares Dessouky
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Joel Makin,2,9,EGY,WAL,3rd,48,1,11,4,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Joel Makin,2,9,EGY,WAL,3rd,48,2,11,7,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Joel Makin,2,9,EGY,WAL,3rd,48,3,11,7,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Eain Yow Ng,1,NA,EGY,MAS,2nd,47,1,11,6,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Eain Yow Ng,1,NA,EGY,MAS,2nd,47,2,11,9,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Eain Yow Ng,1,NA,EGY,MAS,2nd,47,3,11,5,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Dimitri Steinmann,10,NA,COL,SUI,2nd,46,1,11,9,Miguel Rodriguez
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Dimitri Steinmann,10,NA,COL,SUI,2nd,46,2,11,7,Miguel Rodriguez
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Dimitri Steinmann,10,NA,COL,SUI,2nd,46,3,11,4,Miguel Rodriguez
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Omar Mosaad,NA,15,ENG,EGY,2nd,45,1,13,11,George Parker
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Omar Mosaad,NA,15,ENG,EGY,2nd,45,2,3,11,Omar Mosaad
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Omar Mosaad,NA,15,ENG,EGY,2nd,45,3,11,4,George Parker
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Omar Mosaad,NA,15,ENG,EGY,2nd,45,4,11,6,George Parker
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,Mathieu Castagnet,8,NA,PER,FRA,2nd,44,1,11,4,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,Mathieu Castagnet,8,NA,PER,FRA,2nd,44,2,11,6,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,Mathieu Castagnet,8,NA,PER,FRA,2nd,44,3,11,4,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Mohamed Elsherbini,5,NA,EGY,EGY,2nd,43,1,9,11,Mohamed Elsherbini
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Mohamed Elsherbini,5,NA,EGY,EGY,2nd,43,2,11,6,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Mohamed Elsherbini,5,NA,EGY,EGY,2nd,43,3,11,4,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Mohamed Elsherbini,5,NA,EGY,EGY,2nd,43,4,9,11,Mohamed Elsherbini
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Mohamed Elsherbini,5,NA,EGY,EGY,2nd,43,5,11,4,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Gregoire Marche,Nicolas Müller,13,NA,FRA,SUI,2nd,42,1,11,6,Gregoire Marche
2020-2021 PSA World Championship,Men's,2021-07-22,Gregoire Marche,Nicolas Müller,13,NA,FRA,SUI,2nd,42,2,11,7,Gregoire Marche
2020-2021 PSA World Championship,Men's,2021-07-22,Gregoire Marche,Nicolas Müller,13,NA,FRA,SUI,2nd,42,3,8,11,Nicolas Müller
2020-2021 PSA World Championship,Men's,2021-07-22,Gregoire Marche,Nicolas Müller,13,NA,FRA,SUI,2nd,42,4,11,7,Gregoire Marche
2020-2021 PSA World Championship,Men's,2021-07-22,Youssef Ibrahim,Shahjahan Khan,NA,NA,EGY,USA,2nd,41,1,11,8,Youssef Ibrahim
2020-2021 PSA World Championship,Men's,2021-07-22,Youssef Ibrahim,Shahjahan Khan,NA,NA,EGY,USA,2nd,41,2,11,5,Youssef Ibrahim
2020-2021 PSA World Championship,Men's,2021-07-22,Youssef Ibrahim,Shahjahan Khan,NA,NA,EGY,USA,2nd,41,3,13,11,Youssef Ibrahim
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Soliman,3,NA,EGY,EGY,2nd,40,1,11,7,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Soliman,3,NA,EGY,EGY,2nd,40,2,4,11,Youssef Soliman
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Soliman,3,NA,EGY,EGY,2nd,40,3,11,7,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Tarek Momen,Youssef Soliman,3,NA,EGY,EGY,2nd,40,4,11,5,Tarek Momen
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Victor Crouin,4,NA,NZL,FRA,2nd,39,1,11,7,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Victor Crouin,4,NA,NZL,FRA,2nd,39,2,11,8,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Paul Coll,Victor Crouin,4,NA,NZL,FRA,2nd,39,3,11,8,Paul Coll
2020-2021 PSA World Championship,Men's,2021-07-22,Saurav Ghosal,Raphael Kandra,12,NA,IND,GER,2nd,38,1,11,8,Saurav Ghosal
2020-2021 PSA World Championship,Men's,2021-07-22,Saurav Ghosal,Raphael Kandra,12,NA,IND,GER,2nd,38,2,11,3,Saurav Ghosal
2020-2021 PSA World Championship,Men's,2021-07-22,Saurav Ghosal,Raphael Kandra,12,NA,IND,GER,2nd,38,3,11,5,Saurav Ghosal
2020-2021 PSA World Championship,Men's,2021-07-22,Baptiste Masotti,Mazen Hesham,NA,14,FRA,EGY,2nd,37,1,9,11,Mazen Hesham
2020-2021 PSA World Championship,Men's,2021-07-22,Baptiste Masotti,Mazen Hesham,NA,14,FRA,EGY,2nd,37,2,9,11,Mazen Hesham
2020-2021 PSA World Championship,Men's,2021-07-22,Baptiste Masotti,Mazen Hesham,NA,14,FRA,EGY,2nd,37,3,11,4,Baptiste Masotti
2020-2021 PSA World Championship,Men's,2021-07-22,Baptiste Masotti,Mazen Hesham,NA,14,FRA,EGY,2nd,37,4,11,1,Baptiste Masotti
2020-2021 PSA World Championship,Men's,2021-07-22,Baptiste Masotti,Mazen Hesham,NA,14,FRA,EGY,2nd,37,5,11,6,Baptiste Masotti
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Borja Golan,6,NA,EGY,ESP,2nd,36,1,11,9,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Borja Golan,6,NA,EGY,ESP,2nd,36,2,11,9,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Karim Abdel Gawad,Borja Golan,6,NA,EGY,ESP,2nd,36,3,11,9,Karim Abdel Gawad
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Ryosei Kobayashi,7,NA,EGY,JPN,2nd,35,1,11,6,Fares Dessouky
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Ryosei Kobayashi,7,NA,EGY,JPN,2nd,35,2,11,8,Fares Dessouky
2020-2021 PSA World Championship,Men's,2021-07-22,Fares Dessouky,Ryosei Kobayashi,7,NA,EGY,JPN,2nd,35,3,11,7,Fares Dessouky
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Abouelghar,Arturo Salazar,11,NA,EGY,MEX,2nd,34,1,11,7,Mohamed Abouelghar
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Abouelghar,Arturo Salazar,11,NA,EGY,MEX,2nd,34,2,11,5,Mohamed Abouelghar
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Abouelghar,Arturo Salazar,11,NA,EGY,MEX,2nd,34,3,11,4,Mohamed Abouelghar
2020-2021 PSA World Championship,Men's,2021-07-22,Joel Makin,Gregory Gaultier,9,NA,WAL,FRA,2nd,33,1,11,4,Joel Makin
2020-2021 PSA World Championship,Men's,2021-07-22,Joel Makin,Gregory Gaultier,9,NA,WAL,FRA,2nd,33,2,11,8,Joel Makin
2020-2021 PSA World Championship,Men's,2021-07-22,Joel Makin,Gregory Gaultier,9,NA,WAL,FRA,2nd,33,3,11,0,Joel Makin
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Patrick Rooney,2,NA,EGY,ENG,2nd,32,1,11,7,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Patrick Rooney,2,NA,EGY,ENG,2nd,32,2,11,6,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elshorbagy,Patrick Rooney,2,NA,EGY,ENG,2nd,32,3,11,7,Mohamed Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Faraz Khan,1,NA,EGY,USA,1st,31,1,11,3,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Faraz Khan,1,NA,EGY,USA,1st,31,2,11,2,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Ali Farag,Faraz Khan,1,NA,EGY,USA,1st,31,3,11,7,Ali Farag
2020-2021 PSA World Championship,Men's,2021-07-22,Eain Yow Ng,Adrian Waller,NA,NA,MAS,ENG,1st,30,1,11,6,Eain Yow Ng
2020-2021 PSA World Championship,Men's,2021-07-22,Eain Yow Ng,Adrian Waller,NA,NA,MAS,ENG,1st,30,2,8,11,Adrian Waller
2020-2021 PSA World Championship,Men's,2021-07-22,Eain Yow Ng,Adrian Waller,NA,NA,MAS,ENG,1st,30,3,11,9,Eain Yow Ng
2020-2021 PSA World Championship,Men's,2021-07-22,Eain Yow Ng,Adrian Waller,NA,NA,MAS,ENG,1st,30,4,11,5,Eain Yow Ng
2020-2021 PSA World Championship,Men's,2021-07-22,Dimitri Steinmann,Todd Harrity,NA,NA,SUI,USA,1st,29,1,11,8,Dimitri Steinmann
2020-2021 PSA World Championship,Men's,2021-07-22,Dimitri Steinmann,Todd Harrity,NA,NA,SUI,USA,1st,29,2,7,11,Todd Harrity
2020-2021 PSA World Championship,Men's,2021-07-22,Dimitri Steinmann,Todd Harrity,NA,NA,SUI,USA,1st,29,3,11,7,Dimitri Steinmann
2020-2021 PSA World Championship,Men's,2021-07-22,Dimitri Steinmann,Todd Harrity,NA,NA,SUI,USA,1st,29,4,11,6,Dimitri Steinmann
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Aditya Jagtap,10,NA,COL,IND,1st,28,1,11,2,Miguel Rodriguez
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Aditya Jagtap,10,NA,COL,IND,1st,28,2,3,11,Aditya Jagtap
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Aditya Jagtap,10,NA,COL,IND,1st,28,3,11,4,Miguel Rodriguez
2020-2021 PSA World Championship,Men's,2021-07-22,Miguel Rodriguez,Aditya Jagtap,10,NA,COL,IND,1st,28,4,11,3,Miguel Rodriguez
2020-2021 PSA World Championship,Men's,2021-07-22,Omar Mosaad,Syed Azlan Amjad,15,NA,EGY,QAT,1st,27,1,11,2,Omar Mosaad
2020-2021 PSA World Championship,Men's,2021-07-22,Omar Mosaad,Syed Azlan Amjad,15,NA,EGY,QAT,1st,27,2,11,4,Omar Mosaad
2020-2021 PSA World Championship,Men's,2021-07-22,Omar Mosaad,Syed Azlan Amjad,15,NA,EGY,QAT,1st,27,3,11,3,Omar Mosaad
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Ramit Tandon,NA,NA,ENG,IND,1st,26,1,13,11,George Parker
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Ramit Tandon,NA,NA,ENG,IND,1st,26,2,11,9,George Parker
2020-2021 PSA World Championship,Men's,2021-07-22,George Parker,Ramit Tandon,NA,NA,ENG,IND,1st,26,3,11,6,George Parker
2020-2021 PSA World Championship,Men's,2021-07-22,Mathieu Castagnet,Leonel Cardenas,NA,NA,FRA,MEX,1st,25,1,11,7,Mathieu Castagnet
2020-2021 PSA World Championship,Men's,2021-07-22,Mathieu Castagnet,Leonel Cardenas,NA,NA,FRA,MEX,1st,25,2,11,3,Mathieu Castagnet
2020-2021 PSA World Championship,Men's,2021-07-22,Mathieu Castagnet,Leonel Cardenas,NA,NA,FRA,MEX,1st,25,3,11,7,Mathieu Castagnet
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,Ivan Yuen,8,NA,PER,MAS,1st,24,1,11,9,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,Ivan Yuen,8,NA,PER,MAS,1st,24,2,11,4,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Diego Elias,Ivan Yuen,8,NA,PER,MAS,1st,24,3,11,4,Diego Elias
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Henry Leung,5,NA,EGY,HKG,1st,23,1,11,7,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Henry Leung,5,NA,EGY,HKG,1st,23,2,14,12,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Marwan Elshorbagy,Henry Leung,5,NA,EGY,HKG,1st,23,3,11,7,Marwan Elshorbagy
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elsherbini,Christopher Gordon,NA,NA,EGY,USA,1st,22,1,11,3,Mohamed Elsherbini
2020-2021 PSA World Championship,Men's,2021-07-22,Mohamed Elsherbini,Christopher Gordon,NA,NA,EGY,USA,1st,22,2,11,6,Mohamed Elsherbini
